country,country_code,year,gdp_per_capita,gni_per_capita,health_expenditure,population,mortality_rate
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2022,3015.7557973385,2855.3218863702,4.75927075587989,716508657,689328
Middle income,MIC,2022,6248.00962014697,6199.06090917955,5.54566170957891,5846464711,3333537
Moldova,MDA,2022,5744.29618434435,5540,6.96505404,2528654,543
Monaco,MCO,2022,226052.001905201,,3.39488029,38931,1
Mongolia,MNG,2022,4993.51487463495,4340,8.85170174,3433748,966
Montenegro,MNE,2022,10024.5435616209,10410,10.19081783,623591,19
Morocco,MAR,2022,3463.1376953125,3700,5.75281,37329064,10866
Mozambique,MOZ,2022,578.251663751351,500,8.24868107,32656246,76988
Myanmar,MMR,2022,1158.05005055976,1280,4.49158478,53756787,35946
Namibia,NAM,2022,4349.79908493314,4280,9.6219883,2889662,3139
Nauru,NRU,2022,12911.9086441381,22570,18.34229279,11801,3
Nepal,NPL,2022,1385.91066274851,1380,6.52950287,29715436,15750
Netherlands,NLD,2022,59123.318556487,62110,10.03109169,17700982,698
New Caledonia,NCL,2022,33516.363085906,36980,,287123,
New Zealand,NZL,2022,49099.7090423358,49160,10.56814575,5081700,291
Nicaragua,NIC,2022,2322.89053964583,2150,8.97882748,6730654,1898
Niger,NER,2022,609.745147574878,600,4.34980488,25311973,117895
Nigeria,NGA,2022,2899.16047470324,2930,4.21020174,223150896,855372
North America,NAC,2022,74535.6365392629,74890.689065418,16.0994557297062,373018004,25996
North Macedonia,MKD,2022,7606.2375253797,7570,7.42164755,1831712,81
Northern Mariana Islands,MNP,2022,23785.754590043,,,46078,
Norway,NOR,2022,109269.520580298,94290,7.90873051,5457127,129
OECD members,OED,2022,43950.173710934,45728.4858316314,12.8564386531482,1378565677,98659
Oman,OMN,2022,23223.5829405935,19270,3.06614041,4730226,850
Other small states,OSS,2022,14320.7706776288,13874.0652067981,7.17477797446061,12699005,6020
Pacific island small states,PSS,2022,3896.81060847355,4096.14722510116,5.91999771751193,2656049,1506
Pakistan,PAK,2022,1538.3228133171,1510,2.90354776,243700667,403335
Palau,PLW,2022,13729.7602761496,14100,14.87842083,17759,4
Panama,PAN,2022,17378.6070017557,17020,9.04578876,4400773,1084
Papua New Guinea,PNG,2022,3102.28968594061,2690,2.61463141,10203169,10662
Paraguay,PRY,2022,6205.62595379319,5930,7.73537827,6760464,2405
Peru,PER,2022,7350.63034300417,6920,6.0974617,33475438,7432
Philippines,PHL,2022,3548.06930572116,4010,5.15588379,113964338,50938
Poland,POL,2022,18891.2121169279,19110,6.46619797,36821749,1431
Portugal,PRT,2022,24620.5197587181,25880,10.5492239,10434332,267
Post-demographic dividend,PST,2022,50969.801641014,53270.1003077094,13.3618138462269,1117394729,49373
Pre-demographic dividend,PRE,2022,1770.15579032782,1655.75925358795,4.29732672241886,1051201551,2843563
Puerto Rico (US),PRI,2022,35353.6821570014,24670,,3220137,
Qatar,QAT,2022,88701.4689763536,71050,2.18613315,2657333,169
Romania,ROU,2022,15503.551804598,15390,5.79823256,19048502,1231
Russian Federation,RUS,2022,15619.6142578125,12890,6.8788662,144236933,7616
Rwanda,RWA,2022,975.469323735369,940,5.92842579,13651030,15505
Samoa,WSM,2022,4132.44717734444,4130,6.93412352,215261,90
San Marino,SMR,2022,54190.8417700372,53880,7.22336292,33755,0
Sao Tome and Principe,STP,2022,2389.73729784737,2430,5.7744813,226305,93
Saudi Arabia,SAU,2022,38510.2276211037,35110,5.31400585,32175224,3251
Senegal,SEN,2022,1574.0281059306,1600,4.0444808,17651103,20468
Serbia,SRB,2022,10024.8191112596,9790,8.58397198,6664449,333
Seychelles,SYC,2022,16836.6721895387,14700,4.39909697,119878,25
Sierra Leone,SLE,2022,860.371067916096,920,4.80377436,8276807,24567
Singapore,SGP,2022,90299.0694637269,66910,4.33121586,5637022,114
Sint Maarten (Dutch part),SXM,2022,37793.1284399157,36960,,42139,
Slovak Republic,SVK,2022,21317.7943982363,21890,7.70245218,5431752,334
Slovenia,SVN,2022,28360.3041467268,29590,9.62683296,2112076,44
Small states,SST,2022,13636.4661190787,12728.2754308412,6.66220434688589,19852364,8799
Solomon Islands,SLB,2022,1877.78104490956,2010,4.82418394,781066,449
"Somalia, Fed. Rep.",SOM,2022,573.141165798229,570,2.8469162,17801897,107666
South Africa,ZAF,2022,6534.24867783397,6530,8.74512291,62378410,40533
South Asia,SAS,2022,2385.08341896271,2438.08552001232,3.3087387158875,1648009565,810806
South Asia (IDA & IBRD),TSA,2022,2385.08341896271,2438.08552001232,3.3087387158875,1648009565,810806
Spain,ESP,2022,30319.4987196616,32690,9.6799593,47786102,1087
Sri Lanka,LKA,2022,3342.63650253855,3620,3.98300457,22181000,2081
St. Kitts and Nevis,KNA,2022,21011.5744209816,21040,5.52634287,46709,10
St. Lucia,LCA,2022,13103.8243147472,11740,4.74750614,178781,36
St. Vincent and the Grenadines,VCT,2022,9693.55867833025,9510,4.6054697,102046,16
Sub-Saharan Africa,SSF,2022,1865.11635260699,1805.67572711322,4.914331492401,1229208573,3137993
Sub-Saharan Africa (IDA & IBRD countries),TSS,2022,1865.11635260699,1805.67572711322,4.914331492401,1229208573,3137993
Sub-Saharan Africa (excluding high income),SSA,2022,1963.80330032374,1900.17211934067,5.03237754984377,1103704408,2867674
Sudan,SDN,2022,1046.24084472656,720,3.79416442,49383346,82516
Suriname,SUR,2022,6084.43876736445,5040,5.93297768,623164,182
Sweden,SWE,2022,54836.8907235124,61920,10.85505676,10486941,274
Switzerland,CHE,2022,94394.5106803525,95600,11.59911823,8777088,337
Syrian Arab Republic,SYR,2022,1051.67149587463,710,3.3840971,22462173,9548
Tajikistan,TJK,2022,1052.17949484894,1360,7.62917423,10182222,8069
Tanzania,TZA,2022,1207.52062988281,1210,3.13497496,64711821,90266
Thailand,THA,2022,6909.35281815827,7210,5.35471153,71735329,5815
Timor-Leste,TLS,2022,2343.24954740187,1820,7.46371841,1369295,1553
Togo,TGO,2022,951.232378690387,1000,6.24094057,9089738,16889
Tonga,TON,2022,5298.01941509951,5390,7.95276737,105042,25
Trinidad and Tobago,TTO,2022,20750.5202434652,17460,6.64416027,1365805,331
Tunisia,TUN,2022,3707.29283414381,3890,7.51270723,12119334,2419
Turkiye,TUR,2022,10897.8397861365,10870,3.70338893,84979913,11620
Turkmenistan,TKM,2022,5837.84224538947,6260,5.37103748,7230193,6777
Turks and Caicos Islands,TCA,2022,31280.5418020808,31590,,45847,3
Tuvalu,TUV,2022,5911.32727055301,8100,21.28792,9992,5
Uganda,UGA,2022,963.067314117178,930,4.45071125,47312719,82552
Ukraine,UKR,2022,4199.6708984375,3930,,41048766,2336
United Arab Emirates,ARE,2022,50759.7589231191,46990,4.56536388,10074977,497
United Kingdom,GBR,2022,47057.043229179,49720,11.09679794,67604000,3133
United States,USA,2022,76657.2488844403,77330,16.52875137,334017321,24073
Uruguay,URY,2022,20818.6146091144,17970,8.89015961,3390913,253
Uzbekistan,UZB,2022,2578.66689394219,2500,6.61703825,34938955,12869
Vanuatu,VUT,2022,3370.21191956953,3830,4.05895281,313046,159
"Venezuela, RB",VEN,2022,3155.04207099687,2260,4.55045986,28213017,10455
Viet Nam,VNM,2022,4147.69777213621,3980,4.53809595,99680655,26761
Virgin Islands (U.S.),VIR,2022,44320.909185774,,,105413,
West Bank and Gaza,PSE,2022,3799.95527015163,4720,9.70613861,5043612,2068
World,WLD,2022,12798.1658465319,12984.7385104556,9.96604629867977,7989545217,5222371
Zambia,ZMB,2022,1447.12310138035,1170,5.21042967,20152938,32696
Zimbabwe,ZWE,2022,2536.40050223076,2580,3.39519501,16069056,31207
Afghanistan,AFG,2023,413.757894705303,370,14.9857626,41454761,79584
Africa Eastern and Southern,AFE,2023,1571.44918918981,1602.16523490588,5.54080975848282,750491370,1428676
Africa Western and Central,AFW,2023,1841.85506354867,2011.44559515124,4.14322505750462,509398589,1544450
Albania,ALB,2023,9730.86921906893,8730,7.05240345,2414095,272
Algeria,DZA,2023,5370.477235078,4950,4.35082531,46164219,20275
Andorra,AND,2023,46812.4261013102,47920,7.69928026,80856,1
Angola,AGO,2023,2916.13663284275,2700,2.54692864,36749906,67797
Antigua and Barbuda,ATG,2023,21494.5474000727,19970,3.91348195,93316,10
Arab World,ARB,2023,7513.89907880749,7649.38346837063,5.15780327165915,482105978,388539
Argentina,ARG,2023,14261.8465667948,12920,10.2695179,45538401,4955
Armenia,ARM,2023,8159.08720967996,6850,9.32119179,2964300,348
Aruba,ABW,2023,35718.7531191634,31600,,107359,
Australia,AUS,2023,65058.3773146674,63320,10.39852047,26659922,1113
Austria,AUT,2023,56579.504175468,55890,11.15297318,9131761,267
Azerbaijan,AZE,2023,7133.02838048328,6680,4.27113533,10153958,2472
"Bahamas, The",BHS,2023,38231.774484278,35180,6.30260801,399440,55
Bahrain,BHR,2023,29290.1284215098,28460,3.99562383,1577059,171
Bangladesh,BGD,2023,2551.01773827307,2880,2.17014575,171466990,105709
Barbados,BRB,2023,25583.878782727,24960,5.40463829,282336,32
Belarus,BLR,2023,7896.75388295584,7850,7.08167362,9178298,178
Belgium,BEL,2023,55291.4754541329,55520,10.80371571,11779946,408
Belize,BLZ,2023,7424.75821321022,6850,4.14735794,411106,92
Benin,BEN,2023,1394.17784721831,1390,3.33732462,14111034,36066
Bermuda,BMU,2023,132604.439086216,134500,,64698,
Bhutan,BTN,2023,3831.32535494609,3730,4.41551638,786385,179
Bolivia,BOL,2023,4274.70820547613,4230,6.91864729,12244159,4265
Bosnia and Herzegovina,BIH,2023,8663.02326458629,8280,8.9216938,3185073,151
Botswana,BWA,2023,7826.35376483298,8360,6.25574684,2480244,2111
Brazil,BRA,2023,10377.5897719195,9310,9.73092747,211140729,37968
Brunei Darussalam,BRN,2023,32890.5491812019,34390,2.2286067,458949,63
Bulgaria,BGR,2023,15853.208636704,14240,7.91853094,6446596,372
Burkina Faso,BFA,2023,873.482589651003,840,7.79943228,23025776,55420
Burundi,BDI,2023,250.627253097255,280,9.09471226,13689450,22103
Cabo Verde,CPV,2023,4794.90121917259,4740,5.84791613,522331,75
Cambodia,KHM,2023,2429.74853452838,2390,4.61706829,17423880,6961
Cameroon,CMR,2023,1720.47510154506,1680,4.5545516,28372687,62804
Canada,CAN,2023,54220.3285039875,54660,11.18692875,40083484,1917
Caribbean small states,CSS,2023,17596.5404249612,17064.5435515365,5.48884993985442,4519904,1230
Cayman Islands,CYM,2023,99143.5180243123,75720,,73038,
Central African Republic,CAF,2023,495.978897288721,530,10.65553188,5152421,20102
Central Europe and the Baltics,CEB,2023,22690.3736174216,20538.138163194,7.17196245394047,100183707,4293
Chad,TCD,2023,949.333453674592,960,4.99707747,19319064,78490
Channel Islands,CHI,2023,74585.5224096294,,,167691,
Chile,CHL,2023,17067.0364799154,15950,10.17470455,19658835,1264
China,CHN,2023,12951.1782397043,13750,5.94388866,1410710000,61522
Colombia,COL,2023,7000.83660501046,6720,8.15838146,52321152,8416
Comoros,COM,2023,1560.27378476855,1580,6.55212021,850387,970
"Congo, Dem. Rep.",COD,2023,660.21205238997,680,3.68495083,105789731,382839
"Congo, Rep.",COG,2023,2477.97845544866,2310,3.29744148,6182885,7481
Costa Rica,CRI,2023,16942.0268119375,14260,6.8663702,5105525,537
Cote d'Ivoire,CIV,2023,2591.9659048119,2510,3.43218303,31165654,65219
Croatia,HRV,2023,22184.2279304842,20750,7.14699411,3859686,166
Curacao,CUW,2023,21217.8110321785,21450,,154654,
Cyprus,CYP,2023,36623.69140625,32340,8.11912918,1344976,67
Czechia,CZE,2023,31761.5944102491,28540,8.42677402,10864042,257
Denmark,DNK,2023,68043.5466971243,72080,9.5572958,5946952,225
Djibouti,DJI,2023,3381.29779710722,3500,2.28316021,1152944,1200
Dominica,DMA,2023,9912.96212766668,9990,5.00757647,66510,26
Dominican Republic,DOM,2023,10630.431743829,9700,4.59880495,11331265,6409
Early-demographic dividend,EAR,2023,4252.59733415786,4188.39000230248,4.81231265306856,3511607650,2003312
East Asia & Pacific,EAS,2023,13176.1786055635,13982.4826100606,6.79850336186314,2384441485,299494
East Asia & Pacific (IDA & IBRD countries),TEA,2023,10239.8162178816,10784.2484099491,5.60857793634195,2111139152,289112
East Asia & Pacific (excluding high income),EAP,2023,10125.9095208645,10664.2476343106,5.608422496099,2137527754,295301
Ecuador,ECU,2023,6737.84748379638,6590,7.56167889,17980083,3579
"Egypt, Arab Rep.",EGY,2023,3456.78968456253,3840,4.88449335,114535772,54639
El Salvador,SLV,2023,5365.44491399171,4950,9.28738594,6309624,1041
Equatorial Guinea,GNQ,2023,6677.793435386,4840,3.49941635,1847549,3792
Estonia,EST,2023,30264.0064885057,27650,7.47082138,1370286,25
Eswatini,SWZ,2023,3755.52111232464,3750,7.49763966,1230506,1368
Ethiopia,ETH,2023,1055.81091592527,1030,2.80310345,128691692,206843
Euro area,EMU,2023,45330.1093015768,44789.8033893601,10.3053459011948,349762722,10794
Europe & Central Asia,ECS,2023,29988.9022903108,29454.5383357334,9.57967621183291,924773523,81478
Europe & Central Asia (IDA & IBRD countries),TEC,2023,12129.8641155432,11495.4210144666,6.21781794446421,458602212,66161
Europe & Central Asia (excluding high income),ECA,2023,8617.04840986329,7793.26047952472,4.91799832221858,248721385,55863
European Union,EUU,2023,41566.5741100785,40917.5129451799,9.99906711532251,448897545,14886
Faroe Islands,FRO,2023,72465.3769660215,73400,,54414,
Fiji,FJI,2023,5926.20586394763,5670,3.61524153,924145,489
Finland,FIN,2023,52834.2916752703,52990,10.47389507,5583911,105
Fragile and conflict affected situations,FCS,2023,1682.75058845476,1751.00955022334,4.62825554969788,1057033168,2465362
France,FRA,2023,44700.1384177544,45770,11.51974583,68372286,2900
French Polynesia,PYF,2023,21832.2831795569,24370,,281118,
Gabon,GAB,2023,7802.82433276138,7760,3.13430715,2484789,2312
"Gambia, The",GMB,2023,883.024111719809,870,2.89250112,2697845,3537
Georgia,GEO,2023,8283.66960652261,6710,6.85758877,3715483,393
Germany,DEU,2023,54776.7668235491,55420,11.74428654,83287273,2716
Ghana,GHA,2023,2383.90410483418,2280,2.94686937,33787914,32687
Greece,GRC,2023,23343.7103964562,22300,8.39367008,10407351,293
Greenland,GRL,2023,58498.9707973609,,,56865,
Grenada,GRD,2023,11414.4781691181,10120,4.65330839,117081,25
Guatemala,GTM,2023,5758.32760847852,5470,6.80241346,18124838,7985
Guinea,GIN,2023,1555.49375806861,1340,3.69442987,14405468,45314
Guinea-Bissau,GNB,2023,988.087886357022,990,8.82204819,2153339,4429
Guyana,GUY,2023,20473.7002190617,17770,2.46673751,826353,439
Haiti,HTI,2023,1705.75808460999,1760,3.19156528,11637398,14053
Heavily indebted poor countries (HIPC),HPC,2023,1155.90445279924,1115.04769331767,4.45224963821874,917304254,1973389
High income,,2023,10657.9686111279,10770.1618019666,6.0803456327193,2809097616,410368
Honduras,HND,2023,3227.45762509776,2880,7.70976162,10644851,3595
"Hong Kong SAR, China",HKG,2023,50562.3633144379,54910,,7536100,
Hungary,HUN,2023,22230.6277875187,19840,6.36868954,9592186,336
IBRD only,IBD,2023,7925.3992413749,7989.85999468191,5.90103805508611,4952212190,1304564
IDA & IBRD total,IBT,2023,6149.50554558945,6217.47086947444,5.7613921756499,6858521511,4920622
IDA blend,IDB,2023,1915.31328433422,2110.08413586526,3.88260848205314,664395892,1502695
IDA only,IDX,2023,1333.20971979026,1347.31163182067,3.84013487533663,1241913429,2113363
IDA total,IDA,2023,1536.08719237098,1613.15669307858,3.85898227313686,1906309321,3616058
Iceland,ISL,2023,82138.7892973557,82630,8.70510101,385663,13
India,IND,2023,2530.12031278204,2580,3.33944035,1438069596,649811
Indonesia,IDN,2023,4876.30774512252,4810,2.70239949,281190067,82617
"Iran, Islamic Rep.",IRN,2023,5049.29931642754,5070,6.02542305,90608707,13886
Iraq,IRQ,2023,5965.31835077761,5920,5.53275251,45074049,25848
Ireland,IRL,2023,106818.917130804,79280,6.57538509,5311538,205
Israel,ISR,2023,52003.7200729997,54280,7.09822369,9849000,588
Italy,ITA,2023,39277.0838783918,38770,8.40559483,58984216,1089
Jamaica,JAM,2023,7542.40084275345,6860,7.60493946,2839786,604
Japan,JPN,2023,33836.1756271617,39360,10.73979473,124516650,1888
Jordan,JOR,2023,4466.08314208575,4450,7.66000605,11439213,3134
Kazakhstan,KAZ,2023,12879.4275257974,10690,3.76701546,20330104,4017
Kenya,KEN,2023,1942.58802756191,2110,4.35172892,55339003,58636
Kiribati,KIR,2023,2177.70125812262,3800,10.94525623,132530,186
"Korea, Rep.",KOR,2023,35674.095995632,38020,8.5650692,51712619,717
Kosovo,XKX,2023,6221.20618847799,6290,,1682668,190
Kuwait,KWT,2023,34075.849012909,42030,4.96311998,4853420,409
Kyrgyz Republic,KGZ,2023,2138.22210211478,1840,4.50344467,7099750,2579
Lao PDR,LAO,2023,2066.94979776957,2110,1.32651615,7664993,4969
Late-demographic dividend,LTE,2023,12437.9861721907,12658.4701673624,6.31151586129759,2326296729,193336
Latin America & Caribbean,LCN,2023,10508.6472548025,9363.42125711391,7.94219123716982,657616517,147255
Latin America & Caribbean (excluding high income),LAC,2023,10196.271088969,9101.51650802502,7.90987626464166,589889543,132902
Latin America & the Caribbean (IDA & IBRD countries),TLA,2023,10260.5196915782,9227.27754676829,7.9459899457574,642397939,146394
Latvia,LVA,2023,22710.2637544197,21000,7.27783823,1883710,43
Least developed countries: UN classification,LDC,2023,1257.69806699331,1282.8185899041,3.60542517790876,1160824674,2120934
Lebanon,LBN,2023,3477.72489842684,3700,5.57497263,5773493,1599
Lesotho,LSO,2023,916.282976983803,1250,12.61182117,2311472,3390
Liberia,LBR,2023,799.194470229642,720,13.00574875,5493031,14528
Libya,LBY,2023,6026.51518708812,6160,7.80515862,7305659,4095
Liechtenstein,LIE,2023,206780.590353385,,5.71460724,39846,
Lithuania,LTU,2023,27786.0057829276,25460,7.31801939,2871585,76
Low & middle income,LMY,2023,5856.29495195922,5951.19739238166,5.61714493004159,6498875200,4702339
Luxembourg,LUX,2023,133230.619178899,88480,5.78777981,666430,15
"Macao SAR, China",MAC,2023,67216.3631112124,65040,,678800,
Madagascar,MDG,2023,508.718427705591,510,3.42822957,31195932,62324
Malawi,MWI,2023,633.214767978695,620,6.53459597,21104482,32221
Malaysia,MYS,2023,11386.0395636528,11700,3.95760036,35126298,3603
Maldives,MDV,2023,12587.6126038651,11130,9.24973583,525994,34
Mali,MLI,2023,1043.9533853528,1010,3.81316996,23769127,69858
Malta,MLT,2023,40905.8059585057,35720,8.84301376,552747,23
Marshall Islands,MHL,2023,6793.24495895856,7980,13.40528965,38827,24
Mauritania,MRT,2023,2135.78187606359,2140,4.34333467,5022441,6457
Mauritius,MUS,2023,11269.9684462139,12570,5.56544495,1248647,185
Mexico,MEX,2023,13860.9597809326,12020,5.50398684,129739759,27534
"Micronesia, Fed. Sts.",FSM,2023,3919.64307910859,4130,12.88087559,112630,58
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2023,6149.061198935,6293.14071651614,5.3363635026536,797801454,685155
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2023,2868.88626501212,2930.52064308807,5.14803513272091,723911670,673047
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2023,2873.03929302735,2940.29885121423,5.19653878243504,729077445,679233
Middle income,MIC,2023,6386.30246387838,6493.45956516633,5.62045491619397,5891100497,3257706
Moldova,MDA,2023,6799.58594644576,6250,6.7359705,2457783,532
Monaco,MCO,2023,256799.788612806,,3.11959291,38956,1
Mongolia,MNG,2023,5838.63108083902,4870,6.07207489,3481145,915
Montenegro,MNE,2023,12259.8775034436,11550,9.6549921,623529,18
Morocco,MAR,2023,3813.72607421875,3780,6.06396198,37712505,10320
Mozambique,MOZ,2023,622.000297682823,540,8.50126553,33635160,75655
Myanmar,MMR,2023,1233.19666209269,1220,4.45748425,54133798,34468
Namibia,NAM,2023,4187.60500396525,4290,9.48251629,2963095,3117
Nauru,NRU,2023,12752.4723855838,22720,18.21076012,11875,3
Nepal,NPL,2023,1382.33055769304,1430,6.15843678,29694614,15062
Netherlands,NLD,2023,63515.6030780019,62550,9.83150005,17877117,668
New Caledonia,NCL,2023,33701.8923322781,36710,,289870,
New Zealand,NZL,2023,49075.9562832927,49020,10.12947655,5200000,286
Nicaragua,NIC,2023,2609.44492072931,2360,8.29879284,6823613,1831
Niger,NER,2023,638.336080897887,640,4.04895782,26159867,118415
Nigeria,NGA,2023,2138.76383719983,2590,4.19086456,227882945,857244
North America,NAC,2023,78190.0640735535,77315.936868197,16.2879432527695,376954413,25920
North Macedonia,MKD,2023,8674.35846327485,7940,7.42730284,1827816,62
Norway,NOR,2023,87497.2179649556,101640,9.42925453,5519601,126
OECD members,OED,2023,46580.4448807226,46413.7495361329,12.7237948307767,1387897706,100268
Oman,OMN,2023,21027.7384778886,19950,3.49047446,5049269,849
Other small states,OSS,2023,15334.1046502228,14621.3831805793,7.34759766636095,12822134,5836
Pacific island small states,PSS,2023,4173.79964748513,4323.44069855523,5.68145773238409,2689224,1475
Pakistan,PAK,2023,1360.32417758419,1450,2.51988316,247504495,392863
Palau,PLW,2023,15610.8231931032,14780,10.85468197,17727,4
Panama,PAN,2023,18797.1933994045,17920,8.33022976,4458759,1086
Papua New Guinea,PNG,2023,2966.06830432055,2800,2.87081432,10389635,10340
Paraguay,PRY,2023,6299.99026533713,6210,8.35731316,6844146,2311
Peru,PER,2023,7887.54185920108,7080,5.63786411,33845617,7186
Philippines,PHL,2023,3804.08274131097,4320,5.10122538,114891199,49816
Poland,POL,2023,22145.2660647429,19890,7.13848782,36687353,1376
Portugal,PRT,2023,27634.6183139773,26340,10.02761173,10578174,276
Post-demographic dividend,PST,2023,53813.7418308677,54081.6584582533,13.2616907140419,1121315547,48224
Pre-demographic dividend,PRE,2023,1558.34344693401,1628.09855954052,4.47078652284659,1078224044,2739979
Puerto Rico (US),PRI,2023,36980.7884784287,25290,,3203792,
Qatar,QAT,2023,81816.9797967481,80200,2.52358818,2656032,173
Romania,ROU,2023,18244.4186876321,16590,5.70901489,19061062,1273
Russian Federation,RUS,2023,14159.3876953125,14460,7.04438496,143826130,7111
Rwanda,RWA,2023,1027.03446826565,1000,5.12708998,13954471,15232
Samoa,WSM,2023,4822.74084650019,4800,6.78103304,216663,86
San Marino,SMR,2023,59879.7173015651,53890,6.60829115,33860,0
Sao Tome and Principe,STP,2023,2990.6606143535,2590,5.77292156,230871,90
Saudi Arabia,SAU,2023,36156.848337701,36330,5.68722248,33702731,3213
Senegal,SEN,2023,1698.03387300843,1630,4.32314825,18077573,19854
Serbia,SRB,2023,12281.707946167,10750,8.03133774,6623183,326
Seychelles,SYC,2023,18262.7115849287,16400,4.48238087,119773,25
Sierra Leone,SLE,2023,758.329137378248,870,4.71883011,8460512,23868
Singapore,SGP,2023,85412.230345235,69850,4.49163246,5917648,119
Sint Maarten (Dutch part),SXM,2023,39451.8223361963,38260,,42749,
Slovak Republic,SVK,2023,24614.8734642794,22710,7.35262203,5426740,327
Slovenia,SVN,2023,32660.4753581346,31020,9.30008888,2120461,42
Small states,SST,2023,14346.3202783396,13788.8737128494,6.76810941964699,20031262,8541
Solomon Islands,SLB,2023,1882.64394148042,1980,5.36366177,800005,439
"Somalia, Fed. Rep.",SOM,2023,596.885985135589,600,3.74413586,18358615,79057
South Africa,ZAF,2023,6034.27208964673,6490,8.90966797,63212384,41107
South Asia,SAS,2023,2532.38988993306,2603.015040151,3.26234217340341,1662580579,772782
South Asia (IDA & IBRD),TSA,2023,2532.38988993306,2603.015040151,3.26234217340341,1662580579,772782
Spain,ESP,2023,33493.2225409111,32980,9.2206583,48352528,1083
Sri Lanka,LKA,2023,3798.89016573011,3530,3.68313766,22037000,1987
St. Kitts and Nevis,KNA,2023,22576.9248439166,21840,5.73595428,46758,9
St. Lucia,LCA,2023,13554.7684784933,12440,4.7298274,179285,35
St. Vincent and the Grenadines,VCT,2023,10582.3656725229,10380,4.43696308,101323,15
Sub-Saharan Africa,SSF,2023,1680.77966672218,1767.64543143025,4.91844873230529,1259889959,2973126
Sub-Saharan Africa (IDA & IBRD countries),TSS,2023,1680.77966672218,1767.64543143025,4.91844873230529,1259889959,2973126
Sub-Saharan Africa (excluding high income),SSA,2023,1750.13136836946,1850.1190870221,5.06491625592637,1131078494,2766258
Sudan,SDN,2023,797.283447265625,660,2.85165739,50042791,103844
Suriname,SUR,2023,5521.97602122638,5210,5.40666008,628886,177
Sweden,SWE,2023,54950.2834725622,60300,11.152915,10536632,253
Switzerland,CHE,2023,100623.549627296,95740,11.69096088,8888822,324
Tajikistan,TJK,2023,1178.47990060249,1400,7.43789911,10389799,7847
Tanzania,TZA,2023,1224.00219726563,1220,3.05201221,66617606,88215
Thailand,THA,2023,7195.10130919449,7190,4.53787661,71702435,5535
Timor-Leste,TLS,2023,1502.41147438211,1900,9.59779453,1384286,1501
Togo,TGO,2023,1055.01727877926,1050,6.10829544,9304337,16498
Tonga,TON,2023,5651.59373063157,5910,7.36037779,104597,24
Trinidad and Tobago,TTO,2023,18308.4536298575,19920,7.52568626,1367510,315
Tunisia,TUN,2023,3951.11683376921,3850,7.98537874,12200431,2222
Turkiye,TUR,2023,13375.0947282864,11980,4.27524424,85325965,15381
Turkmenistan,TKM,2023,6231.91323839698,6270,5.49789095,7364438,6516
Turks and Caicos Islands,TCA,2023,35470.2151608295,36060,,46198,2
Tuvalu,TUV,2023,6344.7750188689,8770,27.08968544,9816,5
Uganda,UGA,2023,1002.30913917142,970,4.23600149,48656601,82802
Ukraine,UKR,2023,5139.59814453125,4980,,37732836,1814
United Arab Emirates,ARE,2023,49850.6872175164,51100,4.97095108,10483751,496
United Kingdom,GBR,2023,49944.4702124201,48830,10.99128914,68492000,3176
United States,USA,2023,81032.262117545,80000,16.69414902,336806231,24003
Uruguay,URY,2023,23019.4221560046,19880,9.01887608,3388081,251
Uzbekistan,UZB,2023,2878.96879292451,2750,6.74312878,35652307,12767
Vanuatu,VUT,2023,3482.61458237637,3890,4.1186676,320409,157
"Venezuela, RB",VEN,2023,3617.43594578269,3030,3.77611423,28300854,10349
Viet Nam,VNM,2023,4323.35031982451,4150,4.56109476,100352192,25390
West Bank and Gaza,PSE,2023,3455.02852911712,4310,10.73343945,5165775,6186
World,WLD,2023,13236.7163960917,13326.702099959,10.0162846684385,8064057930,4985215
Zambia,ZMB,2023,1330.72780576709,1270,5.97841072,20723965,32958
Zimbabwe,ZWE,2023,2195.22492079245,2550,2.92601609,16340822,31538
Africa Eastern and Southern,AFE,2024,1615.39635562849,1579.10356988926,,769280888,1397834
Africa Western and Central,AFW,2024,1411.33702938476,1624.31638442004,,521764076,1533264
Albania,ALB,2024,11377.7757431099,9910,,2377128,264
Algeria,DZA,2024,5752.99076651465,5370,,46814308,19422
Andorra,AND,2024,49303.6491674336,47570,,81938,1
Angola,AGO,2024,2665.87444776753,2840,,37885849,67003
Antigua and Barbuda,ATG,2024,23542.4526945578,21150,,93772,10
Arab World,ARB,2024,7583.81170078144,7650.33371826764,,492612632,378544
Argentina,ARG,2024,13969.7836603737,13530,,45696159,4839
Armenia,ARM,2024,8556.21406956719,7810,,3033500,339
Aruba,ABW,2024,39498.5941293797,35570,,107995,
Australia,AUS,2024,64603.9856308464,62680,,27196812,1097
Austria,AUT,2024,58268.8787651601,54760,11.8325634,9177982,258
Azerbaijan,AZE,2024,7283.8499076179,7330,,10202830,2272
"Bahamas, The",BHS,2024,39455.4466548546,37020,,401283,54
Bahrain,BHR,2024,29653.5682731534,28090,,1588670,171
Bangladesh,BGD,2024,2593.41611680774,2820,,173562364,105414
Barbados,BRB,2024,26544.8707282621,25140,,282467,31
